group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
birds,365,no,4885,American Avocet,Recurvirostra americana,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,366,no,6930,Mallard,Anas platyrhynchos,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,367,no,11867,Purple Martin,Progne subis,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,368,no,10139,Grasshopper Sparrow,Ammodramus savannarum,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,369,no,6565,Lesser Antillean Swift,Chaetura martinica,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,370,no,1506246,Lesser Antillean Euphonia,Chlorophonia flavifrons,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,371,no,16680,Blue Mountain Elaenia,Elaenia fallax,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,372,no,5301,Swallow-tailed Kite,Elanoides forficatus,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,373,no,1583491,Yellow-breasted Crake,Laterallus flaviventer,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,374,no,145230,Kirtland's Warbler,Setophaga kirtlandii,1,11,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,375,no,19079,Rosy-faced Lovebird,Agapornis roseicollis,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,376,no,204474,Eastern Chat-Tanager,Calyptophilus frugivorus,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,377,no,337418,White-tailed Nightjar,Hydropsalis cayennensis,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,378,no,145239,Chestnut-sided Warbler,Setophaga pensylvanica,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,379,no,16783,Scissor-tailed Flycatcher,Tyrannus forficatus,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,380,no,891704,Red-eyed Vireo,Vireo olivaceus,1,10,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,381,no,12878,Swainson's Thrush,Catharus ustulatus,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,382,no,144502,Bonaparte's Gull,Chroicocephalus philadelphia,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,383,no,9921,Scarlet Tanager,Piranga olivacea,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,384,no,9869,Grassland Yellow-Finch,Sicalis luteola,1,9,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,385,no,20315,Short-eared Owl,Asio flammeus,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,386,no,62528,Striated Heron,Butorides striata,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,387,no,339593,Ruff,Calidris pugnax,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,388,no,4512,Black Tern,Chlidonias niger,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,389,no,7109,Hooded Merganser,Lophodytes cucullatus,1,8,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,390,no,202471,Sun Parakeet,Aratinga solstitialis,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,391,no,979756,Tennessee Warbler,Leiothlypis peregrina,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,392,no,72989,Chestnut Munia,Lonchura atricapilla,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,393,no,4457,Forster's Tern,Sterna forsteri,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,394,no,12761,La Selle Thrush,Turdus swalesi,1,7,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,395,no,6933,Northern Pintail,Anas acuta,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,396,no,117191,White Cockatoo,Cacatua alba,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,397,no,144510,Black-headed Gull,Chroicocephalus ridibundus,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,398,no,144497,Wilson's Phalarope,Phalaropus tricolor,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,399,no,17008,Eastern Phoebe,Sayornis phoebe,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
birds,400,no,3793,Red-footed Booby,Sula sula,1,6,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,1,yes,36488,Crested Anole,Anolis cristatellus,1,11403,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,2,yes,35342,Green Iguana,Iguana iguana,1,6709,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,3,yes,540071,Common Puerto Rican Ameiva,Pholidoscelis exsul,1,3548,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,4,yes,36455,Bark Anole,Anolis distichus,1,2743,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,5,yes,116461,Brown Anole,Anolis sagrei,1,2599,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,6,yes,68492,Tropical House Gecko,Hemidactylus mabouia,1,2474,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,7,yes,39280,Northern Curly-tailed Lizard,Leiocephalus carinatus,1,2183,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,8,yes,39659,Green Sea Turtle,Chelonia mydas,1,1786,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,9,yes,36445,Emerald anole,Anolis evermanni,1,1414,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,10,yes,36732,Krug's Anole,Anolis krugi,1,1356,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,11,yes,36606,Banded Anole,Anolis stratulus,1,1304,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,12,yes,36363,Martinique's anole,Anolis roquet,1,1298,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,13,yes,36380,Graham's Anole,Anolis grahami,1,1082,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,14,yes,1148911,Common Stout Anole,Anolis hispaniolae,1,1027,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,15,yes,36375,Stripefoot Anole,Anolis lineatopus,1,1002,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,16,yes,30121,Puerto Rican Racer,Borikenophis portoricensis,1,986,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,17,yes,36695,Guadeloupean anole,Anolis marmoratus,1,924,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,18,yes,36651,Cuban Green Anole,Anolis porcatus,1,902,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,19,yes,36645,Puerto Rican Bush Anole,Anolis pulchellus,1,800,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,20,yes,36427,Gundlach’s Anole,Anolis gundlachi,1,726,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,21,yes,39778,Central Antillean slider,Trachemys stejnegeri,1,645,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,22,yes,1129179,East Dominican Green Anole,Anolis callainus,1,592,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,23,yes,540064,Auber's Ameiva,Pholidoscelis auberi,1,567,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,24,yes,146565,Rhinoceros Iguana,Cyclura cornuta,1,540,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,25,yes,36570,Allison's Anole,Anolis allisoni,1,516,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,26,yes,36372,Habana Anole,Anolis homolechis,1,465,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,27,yes,39672,Hawksbill Sea Turtle,Eretmochelys imbricata,1,417,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
reptiles,28,yes,35345,Lesser Antillean Iguana,Iguana delicatissima,1,411,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
